emoji_project/data/Dutch/wavs/common_voice_nl_24000635.wav|Wat een voorbeeldwerking naar de kandidaat-lidstaten moet daarvan uitgaan?|Wat een voorbeeldwerking naar de kandidaat-lidstaten moet daarvan uitgaan?
emoji_project/data/Dutch/wavs/common_voice_nl_26587784.wav|Alleen de verwerkingsindustrie en de detailhandel zullen ervan profiteren.|Alleen de verwerkingsindustrie en de detailhandel zullen ervan profiteren.
emoji_project/data/Dutch/wavs/common_voice_nl_26587456.wav|Naar mijn idee zetten wij lijnrecht koers naar een grotere samenhang.|Naar mijn idee zetten wij lijnrecht koers naar een grotere samenhang.
emoji_project/data/Dutch/wavs/common_voice_nl_23971637.wav|Tegelijkertijd is deze kwestie zeer duidelijk politiek van aard.|Tegelijkertijd is deze kwestie zeer duidelijk politiek van aard.
emoji_project/data/Dutch/wavs/common_voice_nl_23953919.wav|Er is voor e-commerce een zeker wetgevingskader nodig dat als basis dient.|Er is voor e-commerce een zeker wetgevingskader nodig dat als basis dient.
emoji_project/data/Dutch/wavs/common_voice_nl_23984946.wav|Dit pakket maatregelen is echter noodzakelijk.|Dit pakket maatregelen is echter noodzakelijk.
emoji_project/data/Dutch/wavs/common_voice_nl_23921561.wav|Aan die verleiding mag echter niet toe worden gegeven.|Aan die verleiding mag echter niet toe worden gegeven.
emoji_project/data/Dutch/wavs/common_voice_nl_24204398.wav|Want anders ontstaat er een situatie die volstrekt in tegenspraak is met onze verklaringen.|Want anders ontstaat er een situatie die volstrekt in tegenspraak is met onze verklaringen.
emoji_project/data/Dutch/wavs/common_voice_nl_23984666.wav|Lijdt men hier soms aan geheugenverlies?|Lijdt men hier soms aan geheugenverlies?
emoji_project/data/Dutch/wavs/common_voice_nl_24177852.wav|De laatste jaren is de maatschappelijke ongelijkheid toegenomen, net als de armoede.|De laatste jaren is de maatschappelijke ongelijkheid toegenomen, net als de armoede.
emoji_project/data/Dutch/wavs/common_voice_nl_23934743.wav|Dat begint eigenlijk al met de informatie over de instelling van nieuwe deskundigengroepen.|Dat begint eigenlijk al met de informatie over de instelling van nieuwe deskundigengroepen.
emoji_project/data/Dutch/wavs/common_voice_nl_24072567.wav|Daar zal het inclusieve karakter van het uitbreidingsproces worden onderstreept.|Daar zal het inclusieve karakter van het uitbreidingsproces worden onderstreept.
emoji_project/data/Dutch/wavs/common_voice_nl_26616038.wav|Wat we nodig hebben, is decentralisatie en de suprematie van het recht.|Wat we nodig hebben, is decentralisatie en de suprematie van het recht.
emoji_project/data/Dutch/wavs/common_voice_nl_26647280.wav|Dat is dus de strekking van dit mondeling amendement.|Dat is dus de strekking van dit mondeling amendement.
emoji_project/data/Dutch/wavs/common_voice_nl_24085921.wav|De eerste tests op dit gebied lijken hoopgevend.|De eerste tests op dit gebied lijken hoopgevend.
emoji_project/data/Dutch/wavs/common_voice_nl_23934638.wav|De vervoersproblemen bieden een gemakkelijk alibi.|De vervoersproblemen bieden een gemakkelijk alibi.
emoji_project/data/Dutch/wavs/common_voice_nl_26653546.wav|Hoe staat het met nieuwe verkiezingen?|Hoe staat het met nieuwe verkiezingen?
emoji_project/data/Dutch/wavs/common_voice_nl_24014844.wav|Dan kom ik nu terug op de algemene begroting.|Dan kom ik nu terug op de algemene begroting.
emoji_project/data/Dutch/wavs/common_voice_nl_24071505.wav|Ik zal de diensten vragen na te gaan of dat ook daadwerkelijk is gebeurd.|Ik zal de diensten vragen na te gaan of dat ook daadwerkelijk is gebeurd.
emoji_project/data/Dutch/wavs/common_voice_nl_26668648.wav|Hoe representatief zullen deze verkiezingen zijn?|Hoe representatief zullen deze verkiezingen zijn?
emoji_project/data/Dutch/wavs/common_voice_nl_23934629.wav|Het gemeenschappelijk standpunt heeft de rechten van de auteurs dramatisch verzwakt.|Het gemeenschappelijk standpunt heeft de rechten van de auteurs dramatisch verzwakt.
emoji_project/data/Dutch/wavs/common_voice_nl_24062872.wav|Door uiterste terughoudendheid moeten beide zijden hun inzet voor de vrede duidelijk maken.|Door uiterste terughoudendheid moeten beide zijden hun inzet voor de vrede duidelijk maken.
emoji_project/data/Dutch/wavs/common_voice_nl_24091019.wav|We moeten de regels tegen oneerlijke handel niet versoepelen maar juist handhaven.|We moeten de regels tegen oneerlijke handel niet versoepelen maar juist handhaven.
emoji_project/data/Dutch/wavs/common_voice_nl_26644498.wav|De afwijking had juist de algemene regel moeten worden.|De afwijking had juist de algemene regel moeten worden.
emoji_project/data/Dutch/wavs/common_voice_nl_23934692.wav|Dus dat is het mondelinge amendement: medeleven met het volk.|Dus dat is het mondelinge amendement: medeleven met het volk.
emoji_project/data/Dutch/wavs/common_voice_nl_23939154.wav|Maar kunt u mij ook zeggen waar de precieze antwoorden daarop gebleven zijn?|Maar kunt u mij ook zeggen waar de precieze antwoorden daarop gebleven zijn?
emoji_project/data/Dutch/wavs/common_voice_nl_26587885.wav|Ik zal me proberen te concentreren op een klein aantal zeer belangrijke onderwerpen.|Ik zal me proberen te concentreren op een klein aantal zeer belangrijke onderwerpen.
emoji_project/data/Dutch/wavs/common_voice_nl_26643681.wav|Het is nu belangrijk dat de richtsnoeren in dit verslag ten uitvoer worden gelegd.|Het is nu belangrijk dat de richtsnoeren in dit verslag ten uitvoer worden gelegd.
emoji_project/data/Dutch/wavs/common_voice_nl_26678910.wav|Mocht dit niet mogelijk blijken, dan wordt het het najaar.|Mocht dit niet mogelijk blijken, dan wordt het het najaar.
emoji_project/data/Dutch/wavs/common_voice_nl_24163267.wav|Ik vermoed dat dit een inbreuk is op de regels van het interinstitutioneel akkoord.|Ik vermoed dat dit een inbreuk is op de regels van het interinstitutioneel akkoord.
emoji_project/data/Dutch/wavs/common_voice_nl_26653612.wav|Ook heb ik voor dit dossier veel contact gehad met vakbonden.|Ook heb ik voor dit dossier veel contact gehad met vakbonden.
emoji_project/data/Dutch/wavs/common_voice_nl_26580745.wav|We weten waartoe dat heeft geleid.|We weten waartoe dat heeft geleid.
emoji_project/data/Dutch/wavs/common_voice_nl_26663705.wav|Misschien wil een aantal van ons dat, ik weet het niet.|Misschien wil een aantal van ons dat, ik weet het niet.
emoji_project/data/Dutch/wavs/common_voice_nl_23912684.wav|Het supranationale marktmechanisme heeft van ons een tegenwicht nodig.|Het supranationale marktmechanisme heeft van ons een tegenwicht nodig.
emoji_project/data/Dutch/wavs/common_voice_nl_23963687.wav|We hopen vurig dat er een akkoord komt, maar het zal moeilijk worden.|We hopen vurig dat er een akkoord komt, maar het zal moeilijk worden.
emoji_project/data/Dutch/wavs/common_voice_nl_24085889.wav|Het is allemaal heel belangrijk, maar het is ook erg willekeurig.|Het is allemaal heel belangrijk, maar het is ook erg willekeurig.
emoji_project/data/Dutch/wavs/common_voice_nl_24085843.wav|We eisen dat er geen geweld wordt gebruikt tegen deze mensen.|We eisen dat er geen geweld wordt gebruikt tegen deze mensen.
emoji_project/data/Dutch/wavs/common_voice_nl_24163701.wav|Voor die samenwerking staan uiteenlopende financiële instrumenten ter beschikking.|Voor die samenwerking staan uiteenlopende financiële instrumenten ter beschikking.
emoji_project/data/Dutch/wavs/common_voice_nl_26605432.wav|Het is niet gemakkelijk geweest.|Het is niet gemakkelijk geweest.
emoji_project/data/Dutch/wavs/common_voice_nl_26668871.wav|Wat is er mis met het ontwerp voor de financiële vooruitzichten?|Wat is er mis met het ontwerp voor de financiële vooruitzichten?
emoji_project/data/Dutch/wavs/common_voice_nl_26633513.wav|Commissaris, we verwachten concrete en snelle maatregelen van u op dit gebied.|Commissaris, we verwachten concrete en snelle maatregelen van u op dit gebied.
emoji_project/data/Dutch/wavs/common_voice_nl_26688393.wav|We moeten er aanwezig kunnen zijn en met elkaar kunnen overleggen.|We moeten er aanwezig kunnen zijn en met elkaar kunnen overleggen.
emoji_project/data/Dutch/wavs/common_voice_nl_26743310.wav|Ik zal ook de andere onderdelen van deze activiteiten nog vermelden.|Ik zal ook de andere onderdelen van deze activiteiten nog vermelden.
emoji_project/data/Dutch/wavs/common_voice_nl_23981902.wav|De commissie had daar een zeer uitgesproken mening over.|De commissie had daar een zeer uitgesproken mening over.
emoji_project/data/Dutch/wavs/common_voice_nl_23970147.wav|Wij hebben met dat alles een groot succes geboekt.|Wij hebben met dat alles een groot succes geboekt.
emoji_project/data/Dutch/wavs/common_voice_nl_24025453.wav|Dat komt omdat het verkeer zelfs sneller groeit dan de economie.|Dat komt omdat het verkeer zelfs sneller groeit dan de economie.
emoji_project/data/Dutch/wavs/common_voice_nl_26646436.wav|Hoe gaan we nu regels scheppen voor de verschillende typen inhoud?|Hoe gaan we nu regels scheppen voor de verschillende typen inhoud?
emoji_project/data/Dutch/wavs/common_voice_nl_26836711.wav|We willen dat regio's met grondwettelijke bevoegdheden een grotere rol toebedeeld krijgen.|We willen dat regio's met grondwettelijke bevoegdheden een grotere rol toebedeeld krijgen.
emoji_project/data/Dutch/wavs/common_voice_nl_23971313.wav|De rechtszekerheid zal hierdoor onherstelbare schade lijden.|De rechtszekerheid zal hierdoor onherstelbare schade lijden.
emoji_project/data/Dutch/wavs/common_voice_nl_26605143.wav|Er moeten verdere stappen worden ondernomen.|Er moeten verdere stappen worden ondernomen.
emoji_project/data/Dutch/wavs/common_voice_nl_23971901.wav|Ik kan slechts een paar zaken aan de orde stellen.|Ik kan slechts een paar zaken aan de orde stellen.
emoji_project/data/Dutch/wavs/common_voice_nl_24096965.wav|Zoals ik al zei, we zien dan graag wat er gebeurt.|Zoals ik al zei, we zien dan graag wat er gebeurt.
emoji_project/data/Dutch/wavs/common_voice_nl_24357166.wav|En wat is de kuur hiervoor?|En wat is de kuur hiervoor?
emoji_project/data/Dutch/wavs/common_voice_nl_24072666.wav|Ik kan nog in het kort zeggen welke amendementen wij aannemen en welke niet.|Ik kan nog in het kort zeggen welke amendementen wij aannemen en welke niet.
emoji_project/data/Dutch/wavs/common_voice_nl_23920771.wav|Zoals ik reeds heb gezegd, is de schade enorm.|Zoals ik reeds heb gezegd, is de schade enorm.
emoji_project/data/Dutch/wavs/common_voice_nl_26836863.wav|De humanitaire situatie is alarmerend.|De humanitaire situatie is alarmerend.
emoji_project/data/Dutch/wavs/common_voice_nl_23925509.wav|We zullen daarom vóór het verslag stemmen.|We zullen daarom vóór het verslag stemmen.
emoji_project/data/Dutch/wavs/common_voice_nl_26678093.wav|Van dit alles is nota genomen, mijnheer.|Van dit alles is nota genomen, mijnheer.
emoji_project/data/Dutch/wavs/common_voice_nl_26651808.wav|Hiervoor en voor een hoop andere dingen is bewondering zeker op zijn plaats.|Hiervoor en voor een hoop andere dingen is bewondering zeker op zijn plaats.
emoji_project/data/Dutch/wavs/common_voice_nl_26670436.wav|Dat is allemaal niets nieuws.|Dat is allemaal niets nieuws.
emoji_project/data/Dutch/wavs/common_voice_nl_23934771.wav|Er moet sprake zijn van nationale belastingheffing.|Er moet sprake zijn van nationale belastingheffing.
emoji_project/data/Dutch/wavs/common_voice_nl_26720682.wav|Ik hoop dat dit zo zal worden aanvaard.|Ik hoop dat dit zo zal worden aanvaard.
emoji_project/data/Dutch/wavs/common_voice_nl_24008547.wav|Ik beschouw dit als een grote kans.|Ik beschouw dit als een grote kans.
emoji_project/data/Dutch/wavs/common_voice_nl_23965175.wav|Dat hoort allemaal openbaar te worden.|Dat hoort allemaal openbaar te worden.
emoji_project/data/Dutch/wavs/common_voice_nl_23954194.wav|Wij hebben middelen in die regio.|Wij hebben middelen in die regio.
emoji_project/data/Dutch/wavs/common_voice_nl_26668845.wav|Wij nemen nota hiervan en zullen dit rechtzetten.|Wij nemen nota hiervan en zullen dit rechtzetten.
emoji_project/data/Dutch/wavs/common_voice_nl_26756414.wav|Het gaat om hun vaderland; zij moeten hun eigen staat weer opbouwen.|Het gaat om hun vaderland; zij moeten hun eigen staat weer opbouwen.
emoji_project/data/Dutch/wavs/common_voice_nl_26836997.wav|Ik heb daar niet echt een antwoord op.|Ik heb daar niet echt een antwoord op.
emoji_project/data/Dutch/wavs/common_voice_nl_23935445.wav|Als iemand wil kan hij die vermelden, anders doet hij het niet.|Als iemand wil kan hij die vermelden, anders doet hij het niet.
emoji_project/data/Dutch/wavs/common_voice_nl_26633584.wav|Ik zal proberen kort te reageren.|Ik zal proberen kort te reageren.
emoji_project/data/Dutch/wavs/common_voice_nl_23971266.wav|Dat hebben we in de commissie ook al besproken.|Dat hebben we in de commissie ook al besproken.
emoji_project/data/Dutch/wavs/common_voice_nl_24014506.wav|Er zijn echter ook producten, bepaalde vitamines en mineralen, die niet zonder gevaar zijn.|Er zijn echter ook producten, bepaalde vitamines en mineralen, die niet zonder gevaar zijn.
emoji_project/data/Dutch/wavs/common_voice_nl_26659064.wav|De wereld is in beweging en er doen zich nieuwe problemen voor.|De wereld is in beweging en er doen zich nieuwe problemen voor.
emoji_project/data/Dutch/wavs/common_voice_nl_26735133.wav|De milieubeweging moet haar eisen over het stoppen van de visvangst intrekken.|De milieubeweging moet haar eisen over het stoppen van de visvangst intrekken.
emoji_project/data/Dutch/wavs/common_voice_nl_26659046.wav|Op de lange duur zal dit ook zijn eigen personeelsbeleid ten goede komen.|Op de lange duur zal dit ook zijn eigen personeelsbeleid ten goede komen.
emoji_project/data/Dutch/wavs/common_voice_nl_26633149.wav|Wij zullen iets opbouwen dat toekomst heeft omdat het wortels heeft.|Wij zullen iets opbouwen dat toekomst heeft omdat het wortels heeft.
emoji_project/data/Dutch/wavs/common_voice_nl_24018066.wav|Aan de verschillende bijdragen van de sprekers is dit duidelijk af te lezen.|Aan de verschillende bijdragen van de sprekers is dit duidelijk af te lezen.
emoji_project/data/Dutch/wavs/common_voice_nl_23925584.wav|Daarom kunnen wij niet aanvaarden dat kwijting wordt verleend.|Daarom kunnen wij niet aanvaarden dat kwijting wordt verleend.
emoji_project/data/Dutch/wavs/common_voice_nl_26644477.wav|Maar het proces moet doorgaan en de werkwijze moet open blijven.|Maar het proces moet doorgaan en de werkwijze moet open blijven.
emoji_project/data/Dutch/wavs/common_voice_nl_23934933.wav|In dit geval ontbrak ons die tijd.|In dit geval ontbrak ons die tijd.
emoji_project/data/Dutch/wavs/common_voice_nl_24221511.wav|In dat kader hadden wij voor onszelf twee doelstellingen vooropgesteld.|In dat kader hadden wij voor onszelf twee doelstellingen vooropgesteld.
emoji_project/data/Dutch/wavs/common_voice_nl_24040728.wav|Inderdaad, wij zullen de gewenste wijzigingen in de notulen aanbrengen.|Inderdaad, wij zullen de gewenste wijzigingen in de notulen aanbrengen.
emoji_project/data/Dutch/wavs/common_voice_nl_26787085.wav|We hebben bereikt dat zeldzame ziekten eindelijk de nodige aandacht krijgen.|We hebben bereikt dat zeldzame ziekten eindelijk de nodige aandacht krijgen.
emoji_project/data/Dutch/wavs/common_voice_nl_23912302.wav|Onze houding bij de eindstemming hangt af van de amendementen die zullen worden aangenomen.|Onze houding bij de eindstemming hangt af van de amendementen die zullen worden aangenomen.
emoji_project/data/Dutch/wavs/common_voice_nl_26617806.wav|Dat brengt mij bij mijn tweede punt.|Dat brengt mij bij mijn tweede punt.
emoji_project/data/Dutch/wavs/common_voice_nl_24194012.wav|Dat is nu echter precies wat dit voorstel doet.|Dat is nu echter precies wat dit voorstel doet.
emoji_project/data/Dutch/wavs/common_voice_nl_23953925.wav|Dit vereist op zijn beurt flexibiliteit in de contractprocedure.|Dit vereist op zijn beurt flexibiliteit in de contractprocedure.
emoji_project/data/Dutch/wavs/common_voice_nl_23985967.wav|De arme landen zijn ongerust.|De arme landen zijn ongerust.
emoji_project/data/Dutch/wavs/common_voice_nl_26756683.wav|Toch kunnen hier en daar wellicht nog enkele verbeteringen worden aangebracht.|Toch kunnen hier en daar wellicht nog enkele verbeteringen worden aangebracht.
emoji_project/data/Dutch/wavs/common_voice_nl_23995531.wav|Ik moet de rapporteur vragen hoe hij daartegenover staat.|Ik moet de rapporteur vragen hoe hij daartegenover staat.
emoji_project/data/Dutch/wavs/common_voice_nl_26758460.wav|Degenen die van de mondialisering een bedreiging proberen te maken, vergissen zich volkomen.|Degenen die van de mondialisering een bedreiging proberen te maken, vergissen zich volkomen.
emoji_project/data/Dutch/wavs/common_voice_nl_24257715.wav|En wat is bij het huidige tempo dan het vooruitzicht van deze hervorming?|En wat is bij het huidige tempo dan het vooruitzicht van deze hervorming?
emoji_project/data/Dutch/wavs/common_voice_nl_23970047.wav|We willen die onafhankelijke controle, omdat daarmee ook meer transparantie kan worden verkregen.|We willen die onafhankelijke controle, omdat daarmee ook meer transparantie kan worden verkregen.
emoji_project/data/Dutch/wavs/common_voice_nl_24014871.wav|Het draait immers overduidelijk om stimulering, kennisuitwisseling en monitoring.|Het draait immers overduidelijk om stimulering, kennisuitwisseling en monitoring.
emoji_project/data/Dutch/wavs/common_voice_nl_26616767.wav|Op die manier zorgen we voor een geweldig probleem.|Op die manier zorgen we voor een geweldig probleem.
emoji_project/data/Dutch/wavs/common_voice_nl_23914652.wav|Er zijn veel gebieden waarop men had kunnen bezuinigen.|Er zijn veel gebieden waarop men had kunnen bezuinigen.
emoji_project/data/Dutch/wavs/common_voice_nl_26769451.wav|Deze scoren onder het gemiddelde wat properheid betreft.|Deze scoren onder het gemiddelde wat properheid betreft.
emoji_project/data/Dutch/wavs/common_voice_nl_23954067.wav|Hoe worden de mensen gerekruteerd en hoe maken zij promotie?|Hoe worden de mensen gerekruteerd en hoe maken zij promotie?
emoji_project/data/Dutch/wavs/common_voice_nl_23935145.wav|Deze ontwikkeling brengt op korte en lange termijn voordelen voor beide partijen.|Deze ontwikkeling brengt op korte en lange termijn voordelen voor beide partijen.
emoji_project/data/Dutch/wavs/common_voice_nl_26605457.wav|Het betekent dat de netwerken worden vernietigd en er geen nieuwe ontstaan.|Het betekent dat de netwerken worden vernietigd en er geen nieuwe ontstaan.
emoji_project/data/Dutch/wavs/common_voice_nl_26735124.wav|Voor de geloofwaardigheid is het noodzakelijk dat beide partijen zich hiervoor inspannen.|Voor de geloofwaardigheid is het noodzakelijk dat beide partijen zich hiervoor inspannen.
emoji_project/data/Dutch/wavs/common_voice_nl_23947588.wav|We hebben in dit geval geen alternatief.|We hebben in dit geval geen alternatief.
emoji_project/data/Dutch/wavs/common_voice_nl_26587679.wav|Wij hebben gezorgd voor vijf begrotingsposten voor de derde wereld.|Wij hebben gezorgd voor vijf begrotingsposten voor de derde wereld.
emoji_project/data/Dutch/wavs/common_voice_nl_24257712.wav|Zoals u ziet gebeurt dat aan mijn rechterzijde.|Zoals u ziet gebeurt dat aan mijn rechterzijde.
emoji_project/data/Dutch/wavs/common_voice_nl_24062899.wav|In de eerste plaats wil ik uiteraard mijn grote bezorgdheid omtrent de toestand benadrukken.|In de eerste plaats wil ik uiteraard mijn grote bezorgdheid omtrent de toestand benadrukken.
emoji_project/data/Dutch/wavs/common_voice_nl_26991552.wav|De boetes zijn van een bespottelijk laag niveau.|De boetes zijn van een bespottelijk laag niveau.
emoji_project/data/Dutch/wavs/common_voice_nl_26616247.wav|Er zijn echter enkele vraagstukken waar ik hier de aandacht op wil vestigen.|Er zijn echter enkele vraagstukken waar ik hier de aandacht op wil vestigen.
emoji_project/data/Dutch/wavs/common_voice_nl_23971337.wav|Dus nog los van de subsidiariteit die ieder van ons respecteert, gaat het daarover.|Dus nog los van de subsidiariteit die ieder van ons respecteert, gaat het daarover.
emoji_project/data/Dutch/wavs/common_voice_nl_23935469.wav|Ontwikkeling moet opgevat worden als uitbreiding van de vrijheden voor iedereen.|Ontwikkeling moet opgevat worden als uitbreiding van de vrijheden voor iedereen.
emoji_project/data/Dutch/wavs/common_voice_nl_26757635.wav|Die tekst verkies ik boven het compromis van de drie grootste fracties.|Die tekst verkies ik boven het compromis van de drie grootste fracties.
emoji_project/data/Dutch/wavs/common_voice_nl_26645466.wav|We lijken zulke strafmaatregelen eerder voor te behouden voor onze eigen industrie.|We lijken zulke strafmaatregelen eerder voor te behouden voor onze eigen industrie.
emoji_project/data/Dutch/wavs/common_voice_nl_24006538.wav|Ik zal daarover een afzonderlijk verslag voorleggen.|Ik zal daarover een afzonderlijk verslag voorleggen.
emoji_project/data/Dutch/wavs/common_voice_nl_26678614.wav|Ik zeg dat ter attentie van een aantal afgevaardigden die dat niet willen.|Ik zeg dat ter attentie van een aantal afgevaardigden die dat niet willen.
emoji_project/data/Dutch/wavs/common_voice_nl_26779584.wav|Wreedheid mag men nooit beantwoorden met wreedheid.|Wreedheid mag men nooit beantwoorden met wreedheid.
